timestamp,source_ip,destination_ip,attack_type,risk
2026-03-15 21:40:05.058913,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:40:05.094852,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.227296,44.227.76.166,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.238505,192.168.1.9,44.227.76.166,DoS,CRITICAL
2026-03-15 21:40:05.250092,192.168.1.9,44.227.76.166,DoS,CRITICAL
2026-03-15 21:40:05.262707,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.274267,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:40:05.286503,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:40:05.512112,44.227.76.166,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.532356,44.227.76.166,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.546092,192.168.1.9,44.227.76.166,DoS,CRITICAL
2026-03-15 21:40:05.559745,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.574926,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.595880,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:40:05.677704,162.125.40.1,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.690568,192.168.1.9,162.125.40.1,DoS,CRITICAL
2026-03-15 21:40:05.785262,44.227.76.166,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.799294,192.168.1.9,44.227.76.166,DoS,CRITICAL
2026-03-15 21:40:05.974083,162.125.40.1,192.168.1.9,DoS,LOW
2026-03-15 21:40:05.983813,192.168.1.9,162.125.40.1,DoS,CRITICAL
2026-03-15 21:40:06.270795,162.125.40.1,192.168.1.9,DoS,LOW
2026-03-15 21:40:09.898581,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:40:09.908909,192.168.1.9,44.227.65.245,DoS,CRITICAL
